poll_id,pollster,candidate_name,pct,party,start_date,end_date,sample_size
85578,YouGov,Joe Biden,43,Democratic,1-07-24,2024-01-09,1417
85578,YouGov,Donald Trump,43,Republican,1-07-24,2024-01-09,1417
85608,YouGov,Joe Biden,48,Democratic,1-10-24,2024-01-12,1906
85608,YouGov,Donald Trump,50,Republican,1-10-24,2024-01-12,1906
85608,YouGov,Joe Biden,48,Democratic,1-10-24,2024-01-12,1906
85608,YouGov,Ron DeSantis,51,Republican,1-10-24,2024-01-12,1906
85608,YouGov,Joe Biden,45,Democratic,1-10-24,2024-01-12,1906
85608,YouGov,Nikki Haley,53,Republican,1-10-24,2024-01-12,1906
82001,YouGov,Joe Biden,46,Democratic,1-12-23,2023-01-16,1028
82001,YouGov,Donald Trump,40,Republican,1-12-23,2023-01-16,1028
82001,YouGov,Joe Biden,44,Democratic,1-12-23,2023-01-16,1028
82001,YouGov,Ron DeSantis,42,Republican,1-12-23,2023-01-16,1028
82129,YouGov,Joe Biden,43,Democratic,2-02-23,2023-02-06,1063
82129,YouGov,Ron DeSantis,44,Republican,2-02-23,2023-02-06,1063
82129,YouGov,Joe Biden,47,Democratic,2-02-23,2023-02-06,1063
82129,YouGov,Donald Trump,41,Republican,2-02-23,2023-02-06,1063
86065,YouGov,Joe Biden,36,Democratic,2-02-24,2024-02-12,1200
86065,YouGov,Donald Trump,45,Republican,2-02-24,2024-02-12,1200
86065,YouGov,Robert F. Kennedy,6,IND,2-02-24,2024-02-12,1200
86065,YouGov,Cornel West,3,IND,2-02-24,2024-02-12,1200
86065,YouGov,Jill Stein,2,GRE,2-02-24,2024-02-12,1200
86065,YouGov,Joe Biden,41,Democratic,2-02-24,2024-02-12,1200
86065,YouGov,Donald Trump,48,Republican,2-02-24,2024-02-12,1200
86065,YouGov,Joe Biden,40,Democratic,2-02-24,2024-02-12,1200
86065,YouGov,Nikki Haley,31,Republican,2-02-24,2024-02-12,1200
85859,YouGov,Joe Biden,43,Democratic,2-04-24,2024-02-06,1399
85859,YouGov,Donald Trump,44,Republican,2-04-24,2024-02-06,1399
85913,YouGov,Joe Biden,44,Democratic,2-06-24,2024-02-09,869
85913,YouGov,Donald Trump,45,Republican,2-06-24,2024-02-09,869
85938,YouGov,Joe Biden,44,Democratic,2-11-24,2024-02-13,1470
85938,YouGov,Donald Trump,44,Republican,2-11-24,2024-02-13,1470
86297,YouGov,Joe Biden,42,Democratic,3-03-24,2024-03-05,1450
86297,YouGov,Donald Trump,44,Republican,3-03-24,2024-03-05,1450
86297,YouGov,Joe Biden,37,Democratic,3-03-24,2024-03-05,1450
86297,YouGov,Nikki Haley,34,Republican,3-03-24,2024-03-05,1450
86457,YouGov,Joe Biden,48,Democratic,3-04-24,2024-03-11,1126
86457,YouGov,Donald Trump,51,Republican,3-04-24,2024-03-11,1126
86459,YouGov,Joe Biden,44,Democratic,3-08-24,2024-03-11,990
86459,YouGov,Donald Trump,46,Republican,3-08-24,2024-03-11,990
86459,YouGov,Joe Biden,41,Democratic,3-08-24,2024-03-11,992
86459,YouGov,Donald Trump,43,Republican,3-08-24,2024-03-11,992
78574,YouGov,Joe Biden,41,Democratic,3-10-22,2022-03-14,1623
78574,YouGov,Donald Trump,37,Republican,3-10-22,2022-03-14,1623
78574,YouGov,Joe Biden,47,Democratic,3-10-22,2022-03-14,1225
78574,YouGov,Donald Trump,39,Republican,3-10-22,2022-03-14,1225
86463,YouGov,Joe Biden,42,Democratic,3-10-24,2024-03-12,1367
86463,YouGov,Donald Trump,44,Republican,3-10-24,2024-03-12,1367
78687,YouGov,Joe Biden,50.13,Democratic,3-11-22,2022-03-21,2000
78687,YouGov,Donald Trump,49.82,Republican,3-11-22,2022-03-21,2000
82534,YouGov,Joe Biden,38,Democratic,4-01-23,2023-04-04,1500
82534,YouGov,Donald Trump,40,Republican,4-01-23,2023-04-04,1500
82534,YouGov,Joe Biden,42,Democratic,4-01-23,2023-04-04,1319
82534,YouGov,Donald Trump,44,Republican,4-01-23,2023-04-04,1319
82550,YouGov,Joe Biden,39,Democratic,4-04-23,2023-04-06,1000
82550,YouGov,Donald Trump,37,Republican,4-04-23,2023-04-06,1000
86631,YouGov,Joe Biden,42,Democratic,4-06-24,2024-04-09,1583
86631,YouGov,Donald Trump,43,Republican,4-06-24,2024-04-09,1583
86631,YouGov,Robert F. Kennedy,3,IND,4-06-24,2024-04-09,1583
86631,YouGov,Cornel West,1,IND,4-06-24,2024-04-09,1583
86631,YouGov,Jill Stein,0,GRE,4-06-24,2024-04-09,1583
82590,YouGov,Joe Biden,39,Democratic,4-08-23,2023-04-11,1500
82590,YouGov,Donald Trump,39,Republican,4-08-23,2023-04-11,1500
82590,YouGov,Joe Biden,43,Democratic,4-08-23,2023-04-11,1322
82590,YouGov,Donald Trump,44,Republican,4-08-23,2023-04-11,1322
86683,YouGov,Joe Biden,44,Democratic,4-11-24,2024-04-15,1171
86683,YouGov,Donald Trump,44,Republican,4-11-24,2024-04-15,1171
86683,YouGov,Joe Biden,42,Democratic,4-11-24,2024-04-15,1171
86683,YouGov,Donald Trump,42,Republican,4-11-24,2024-04-15,1171
86775,YouGov,Joe Biden,36,Democratic,4-12-24,2024-04-22,1200
86775,YouGov,Donald Trump,45,Republican,4-12-24,2024-04-22,1200
86775,YouGov,Robert F. Kennedy,8,IND,4-12-24,2024-04-22,1200
86775,YouGov,Cornel West,2,IND,4-12-24,2024-04-22,1200
86775,YouGov,Jill Stein,2,GRE,4-12-24,2024-04-22,1200
86775,YouGov,Joe Biden,40,Democratic,4-12-24,2024-04-22,1200
86775,YouGov,Donald Trump,48,Republican,4-12-24,2024-04-22,1200
82786,YouGov,Joe Biden,45,Democratic,5-05-23,2023-05-08,1060
82786,YouGov,Donald Trump,43,Republican,5-05-23,2023-05-08,1060
82786,YouGov,Joe Biden,45,Democratic,5-05-23,2023-05-08,1057
82786,YouGov,Ron DeSantis,42,Republican,5-05-23,2023-05-08,1057
86876,YouGov,Joe Biden,43,Democratic,5-05-24,2024-05-07,1598
86876,YouGov,Donald Trump,43,Republican,5-05-24,2024-05-07,1598
86876,YouGov,Robert F. Kennedy,3,IND,5-05-24,2024-05-07,1598
86876,YouGov,Cornel West,1,IND,5-05-24,2024-05-07,1598
86876,YouGov,Jill Stein,1,GRE,5-05-24,2024-05-07,1598
86963,YouGov,Joe Biden,45,Democratic,5-10-24,2024-05-16,1181
86963,YouGov,Donald Trump,54,Republican,5-10-24,2024-05-16,1181
86963,YouGov,Joe Biden,36,Democratic,5-10-24,2024-05-16,1174
86963,YouGov,Donald Trump,49,Republican,5-10-24,2024-05-16,1174
86963,YouGov,Jill Stein,3,GRE,5-10-24,2024-05-16,1174
86964,YouGov,Joe Biden,47,Democratic,5-10-24,2024-05-16,1193
86964,YouGov,Donald Trump,52,Republican,5-10-24,2024-05-16,1193
86964,YouGov,Joe Biden,40,Democratic,5-10-24,2024-05-16,1192
86964,YouGov,Donald Trump,44,Republican,5-10-24,2024-05-16,1192
86964,YouGov,Jill Stein,5,GRE,5-10-24,2024-05-16,1192
86947,YouGov,Joe Biden,45,Democratic,5-10-24,2024-05-13,1201
86947,YouGov,Donald Trump,45,Republican,5-10-24,2024-05-13,1201
86947,YouGov,Joe Biden,43,Democratic,5-10-24,2024-05-13,1201
86947,YouGov,Donald Trump,44,Republican,5-10-24,2024-05-13,1201
74810,YouGov,Joe Biden,48,Democratic,5-11-21,2021-05-13,1561
74810,YouGov,Donald Trump,36,Republican,5-11-21,2021-05-13,1561
86949,YouGov,Joe Biden,41,Democratic,5-12-24,2024-05-14,1586
86949,YouGov,Donald Trump,42,Republican,5-12-24,2024-05-14,1586
86949,YouGov,Robert F. Kennedy,3,IND,5-12-24,2024-05-14,1586
86949,YouGov,Cornel West,1,IND,5-12-24,2024-05-14,1586
86949,YouGov,Jill Stein,1,GRE,5-12-24,2024-05-14,1586
87102,YouGov,Joe Biden,42,Democratic,6-02-24,2024-06-04,1566
87102,YouGov,Donald Trump,42,Republican,6-02-24,2024-06-04,1566
87102,YouGov,Robert F. Kennedy,3,IND,6-02-24,2024-06-04,1566
87102,YouGov,Cornel West,1,IND,6-02-24,2024-06-04,1566
87102,YouGov,Jill Stein,1,GRE,6-02-24,2024-06-04,1566
87129,YouGov,Joe Biden,46,Democratic,6-03-24,2024-06-06,1239
87129,YouGov,Donald Trump,44,Republican,6-03-24,2024-06-06,1239
87129,YouGov,Joe Biden,42,Democratic,6-03-24,2024-06-06,1239
87129,YouGov,Donald Trump,43,Republican,6-03-24,2024-06-06,1239
87131,YouGov,Joe Biden,49,Democratic,6-05-24,2024-06-07,1359
87131,YouGov,Donald Trump,50,Republican,6-05-24,2024-06-07,1359
87150,YouGov,Joe Biden,40,Democratic,6-09-24,2024-06-11,1399
87150,YouGov,Donald Trump,42,Republican,6-09-24,2024-06-11,1399
87150,YouGov,Robert F. Kennedy,3,IND,6-09-24,2024-06-11,1399
87150,YouGov,Cornel West,1,IND,6-09-24,2024-06-11,1399
87150,YouGov,Jill Stein,1,GRE,6-09-24,2024-06-11,1399
79180,YouGov,Joe Biden,39,Democratic,6-10-22,2022-06-13,1541
79180,YouGov,Donald Trump,42,Republican,6-10-22,2022-06-13,1541
79180,YouGov,Joe Biden,42,Democratic,6-10-22,2022-06-13,1243
79180,YouGov,Donald Trump,44,Republican,6-10-22,2022-06-13,1243
83004,YouGov,Joe Biden,38,Democratic,6-10-23,2023-06-13,1500
83004,YouGov,Donald Trump,39,Republican,6-10-23,2023-06-13,1500
83004,YouGov,Joe Biden,41,Democratic,6-10-23,2023-06-13,1303
83004,YouGov,Donald Trump,41,Republican,6-10-23,2023-06-13,1303
87365,YouGov,Joe Biden,44.3,Democratic,6-11-24,2024-06-24,2750
87365,YouGov,Donald Trump,41.9,Republican,6-11-24,2024-06-24,2750
87365,YouGov,Robert F. Kennedy,4.6,IND,6-11-24,2024-06-24,2750
87365,YouGov,Jill Stein,1,GRE,6-11-24,2024-06-24,2750
87365,YouGov,Cornel West,0.8,IND,6-11-24,2024-06-24,2750
87201,YouGov,Joe Biden,41,Democratic,6-11-24,2024-06-14,1011
87201,YouGov,Donald Trump,39,Republican,6-11-24,2024-06-14,1011
87201,YouGov,Robert F. Kennedy,3,IND,6-11-24,2024-06-14,1011
87201,YouGov,Jill Stein,1,GRE,6-11-24,2024-06-14,1011
87201,YouGov,Cornel West,1,IND,6-11-24,2024-06-14,1011
87363,YouGov,Joe Biden,40,Democratic,7-07-24,2024-07-09,1443
87363,YouGov,Donald Trump,43,Republican,7-07-24,2024-07-09,1443
87363,YouGov,Robert F. Kennedy,4,IND,7-07-24,2024-07-09,1443
87363,YouGov,Cornel West,1,IND,7-07-24,2024-07-09,1443
87363,YouGov,Jill Stein,1,GRE,7-07-24,2024-07-09,1443
87363,YouGov,Kamala Harris,38,Democratic,7-07-24,2024-07-09,1443
87363,YouGov,Donald Trump,42,Republican,7-07-24,2024-07-09,1443
87363,YouGov,Robert F. Kennedy,5,IND,7-07-24,2024-07-09,1443
87363,YouGov,Jill Stein,2,GRE,7-07-24,2024-07-09,1443
87363,YouGov,Cornel West,1,IND,7-07-24,2024-07-09,1443
79359,YouGov,Joe Biden,39,Democratic,7-08-22,2022-07-11,1672
79359,YouGov,Donald Trump,40,Republican,7-08-22,2022-07-11,1672
79359,YouGov,Joe Biden,44,Democratic,7-08-22,2022-07-11,1261
79359,YouGov,Donald Trump,43,Republican,7-08-22,2022-07-11,1261
83189,YouGov,Joe Biden,39,Democratic,7-08-23,2023-07-11,1500
83189,YouGov,Donald Trump,40,Republican,7-08-23,2023-07-11,1500
83189,YouGov,Joe Biden,42,Democratic,7-08-23,2023-07-11,1296
83189,YouGov,Donald Trump,42,Republican,7-08-23,2023-07-11,1296
87696,YouGov,Kamala Harris,45,Democratic,8-04-24,2024-08-06,1413
87696,YouGov,Donald Trump,43,Republican,8-04-24,2024-08-06,1413
87696,YouGov,Robert F. Kennedy,2,IND,8-04-24,2024-08-06,1413
87696,YouGov,Cornel West,0,IND,8-04-24,2024-08-06,1413
87696,YouGov,Jill Stein,1,GRE,8-04-24,2024-08-06,1413
87934,YouGov,Kamala Harris,41,Democratic,8-08-24,2024-08-16,900
87934,YouGov,Donald Trump,54,Republican,8-08-24,2024-08-16,900
87760,YouGov,Kamala Harris,46,Democratic,8-11-24,2024-08-13,1407
87760,YouGov,Donald Trump,44,Republican,8-11-24,2024-08-13,1407
87760,YouGov,Robert F. Kennedy,3,IND,8-11-24,2024-08-13,1407
87760,YouGov,Cornel West,0,IND,8-11-24,2024-08-13,1407
87760,YouGov,Jill Stein,1,GRE,8-11-24,2024-08-13,1407
83418,YouGov,Joe Biden,38,Democratic,8-12-23,2023-08-15,1500
83418,YouGov,Donald Trump,39,Republican,8-12-23,2023-08-15,1500
83418,YouGov,Joe Biden,43,Democratic,8-12-23,2023-08-15,1321
83418,YouGov,Donald Trump,42,Republican,8-12-23,2023-08-15,1321
88021,YouGov,Kamala Harris,47,Democratic,9-01-24,2024-09-03,1389
88021,YouGov,Donald Trump,45,Republican,9-01-24,2024-09-03,1389
88021,YouGov,Jill Stein,1,GRE,9-01-24,2024-09-03,1389
88021,YouGov,Cornel West,0,IND,9-01-24,2024-09-03,1389
79964,YouGov,Joe Biden,43,Democratic,9-02-22,2022-09-06,1634
79964,YouGov,Donald Trump,40,Republican,9-02-22,2022-09-06,1634
79964,YouGov,Joe Biden,48,Democratic,9-02-22,2022-09-06,1247
79964,YouGov,Donald Trump,42,Republican,9-02-22,2022-09-06,1247
88070,YouGov,Kamala Harris,50,Democratic,9-03-24,2024-09-06,1077
88070,YouGov,Donald Trump,49,Republican,9-03-24,2024-09-06,1077
88071,YouGov,Kamala Harris,50,Democratic,9-03-24,2024-09-06,1078
88071,YouGov,Donald Trump,50,Republican,9-03-24,2024-09-06,1078
88072,YouGov,Kamala Harris,51,Democratic,9-03-24,2024-09-06,946
88072,YouGov,Donald Trump,49,Republican,9-03-24,2024-09-06,946
88130,YouGov,Kamala Harris,45,Democratic,9-08-24,2024-09-10,1464
88130,YouGov,Donald Trump,45,Republican,9-08-24,2024-09-10,1464
88130,YouGov,Jill Stein,1,GRE,9-08-24,2024-09-10,1464
88130,YouGov,Cornel West,1,IND,9-08-24,2024-09-10,1464
84136,YouGov,Joe Biden,44,Democratic,9-10-23,2023-09-12,1334
84136,YouGov,Donald Trump,43,Republican,9-10-23,2023-09-12,1334
88170,YouGov,Kamala Harris,50,Democratic,9-11-24,2024-09-13,1177
88170,YouGov,Donald Trump,45,Republican,9-11-24,2024-09-13,1177
88170,YouGov,Kamala Harris,50,Democratic,9-11-24,2024-09-13,1090
88170,YouGov,Donald Trump,46,Republican,9-11-24,2024-09-13,1090
88170,YouGov,Kamala Harris,48,Democratic,9-11-24,2024-09-13,1175
88170,YouGov,Donald Trump,44,Republican,9-11-24,2024-09-13,1175
88170,YouGov,Cornel West,1,IND,9-11-24,2024-09-13,1175
88170,YouGov,Jill Stein,1,GRE,9-11-24,2024-09-13,1175
88170,YouGov,Chase Oliver,1,LIB,9-11-24,2024-09-13,1175
88170,YouGov,Kamala Harris,49,Democratic,9-11-24,2024-09-13,1090
88170,YouGov,Donald Trump,45,Republican,9-11-24,2024-09-13,1090
88170,YouGov,Cornel West,1,IND,9-11-24,2024-09-13,1090
88170,YouGov,Jill Stein,1,GRE,9-11-24,2024-09-13,1090
88170,YouGov,Chase Oliver,1,LIB,9-11-24,2024-09-13,1090
84170,YouGov,Joe Biden,49,Democratic,9-12-23,2023-09-15,2525
84170,YouGov,Donald Trump,50,Republican,9-12-23,2023-09-15,2525
88768,YouGov,Kamala Harris,46,Democratic,10-02-24,2024-10-10,1091
88768,YouGov,Donald Trump,51,Republican,10-02-24,2024-10-10,1091
88768,YouGov,Jill Stein,2,GRE,10-02-24,2024-10-10,1091
88768,YouGov,Chase Oliver,1,LIB,10-02-24,2024-10-10,1091
88527,YouGov,Kamala Harris,46,Democratic,10-02-24,2024-10-04,1150
88527,YouGov,Donald Trump,45,Republican,10-02-24,2024-10-04,1150
88527,YouGov,Cornel West,1,IND,10-02-24,2024-10-04,1150
88527,YouGov,Jill Stein,1,GRE,10-02-24,2024-10-04,1150
88527,YouGov,Chase Oliver,1,LIB,10-02-24,2024-10-04,1150
88527,YouGov,Kamala Harris,47,Democratic,10-02-24,2024-10-04,1032
88527,YouGov,Donald Trump,47,Republican,10-02-24,2024-10-04,1032
88527,YouGov,Cornel West,1,IND,10-02-24,2024-10-04,1032
88527,YouGov,Jill Stein,1,GRE,10-02-24,2024-10-04,1032
88527,YouGov,Chase Oliver,1,LIB,10-02-24,2024-10-04,1032
88527,YouGov,Kamala Harris,48,Democratic,10-02-24,2024-10-04,1151
88527,YouGov,Donald Trump,46,Republican,10-02-24,2024-10-04,1151
88527,YouGov,Kamala Harris,48,Democratic,10-02-24,2024-10-04,1033
88527,YouGov,Donald Trump,47,Republican,10-02-24,2024-10-04,1033
84488,YouGov,Joe Biden,37,Democratic,10-05-23,2023-10-17,1200
84488,YouGov,Donald Trump,45,Republican,10-05-23,2023-10-17,1200
84488,YouGov,Joe Biden,38,Democratic,10-05-23,2023-10-17,1200
84488,YouGov,Ron DeSantis,39,Republican,10-05-23,2023-10-17,1200
84488,YouGov,Joe Biden,36,Democratic,10-05-23,2023-10-17,1200
84488,YouGov,Vivek G. Ramaswamy,33,Republican,10-05-23,2023-10-17,1200
84488,YouGov,Joe Biden,34,Democratic,10-05-23,2023-10-17,1200
84488,YouGov,Nikki Haley,32,Republican,10-05-23,2023-10-17,1200
84488,YouGov,Joe Biden,34,Democratic,10-05-23,2023-10-17,1200
84488,YouGov,Tim Scott,33,Republican,10-05-23,2023-10-17,1200
84488,YouGov,Joe Biden,36,Democratic,10-05-23,2023-10-17,1200
84488,YouGov,Mike Pence,29,Republican,10-05-23,2023-10-17,1200
88590,YouGov,Kamala Harris,47,Democratic,10-06-24,2024-10-07,1414
88590,YouGov,Donald Trump,44,Republican,10-06-24,2024-10-07,1414
88590,YouGov,Jill Stein,1,GRE,10-06-24,2024-10-07,1414
88590,YouGov,Cornel West,0,IND,10-06-24,2024-10-07,1414
88590,YouGov,Kamala Harris,49,Democratic,10-06-24,2024-10-07,1230
88590,YouGov,Donald Trump,45,Republican,10-06-24,2024-10-07,1230
88590,YouGov,Jill Stein,1,GRE,10-06-24,2024-10-07,1230
88590,YouGov,Cornel West,0,IND,10-06-24,2024-10-07,1230
84373,YouGov,Joe Biden,38,Democratic,10-08-23,2023-10-10,1500
84373,YouGov,Donald Trump,38,Republican,10-08-23,2023-10-10,1500
84373,YouGov,Joe Biden,43,Democratic,10-08-23,2023-10-10,1296
84373,YouGov,Donald Trump,42,Republican,10-08-23,2023-10-10,1296
88670,YouGov,Kamala Harris,51,Democratic,10-08-24,2024-10-11,2712
88670,YouGov,Donald Trump,48,Republican,10-08-24,2024-10-11,2712
81537,YouGov,Gavin Newsom,49,Democratic,10-11-22,2022-10-26,5050
81537,YouGov,Ron DeSantis,51,Republican,10-11-22,2022-10-26,5050
88762,YouGov,Kamala Harris,48,Democratic,10-11-24,2024-10-16,1435
88762,YouGov,Donald Trump,51,Republican,10-11-24,2024-10-16,1435
84440,YouGov,Joe Biden,44,Democratic,10-12-23,2023-10-16,1123
84440,YouGov,Donald Trump,43,Republican,10-12-23,2023-10-16,1123
84440,YouGov,Joe Biden,42,Democratic,10-12-23,2023-10-16,1123
84440,YouGov,Donald Trump,40,Republican,10-12-23,2023-10-16,1123
84440,YouGov,Joe Biden,40,Democratic,10-12-23,2023-10-16,1123
84440,YouGov,Donald Trump,39,Republican,10-12-23,2023-10-16,1123
84440,YouGov,Robert F. Kennedy,9,IND,10-12-23,2023-10-16,1123
88710,YouGov,Kamala Harris,48,Democratic,10-12-24,2024-10-15,1457
